tradeid|currency|measure|amount|productid
67|ZAR|CURVATURE|-7516,26|30
91|GBP|DELTA|18778,79|79
81|ZAR|DELTA|-6440,57|398
32|KOR|DELTA|-1547,39|11
50|KOR|CURVATURE|-1294,29|135
83|JPY|DELTA|-9794,91|969
11|CAD|DELTA|-2382,55|204
40|EUR|DELTA|13661,53|402
64|EUR|CURVATURE|3183,45|14
83|GBP|CURVATURE|5456,63|845
16|KOR|CURVATURE|-6848,44|904
75|CAD|DELTA|18295,28|89
19|KOR|DELTA|-9348,47|443
19|GBP|CURVATURE|6619,59|549
60|CAD|CURVATURE|7823,42|994
76|JPY|DELTA|7753,04|23
31|EUR|DELTA|-4075,01|471
52|CAD|DELTA|-4308,96|888
84|USD|DELTA|17361,39|237
26|GBP|DELTA|16609,73|115
88|JPY|DELTA|3559,97|878
4|KOR|DELTA|620,64|448
22|JPY|DELTA|5814,69|179
89|CHF|DELTA|16853,73|793
25|CHF|DELTA|14800,56|225
48|GBP|DELTA|-6755,57|804
7|EUR|CURVATURE|-1091,08|175
19|KOR|DELTA|11662,79|868
65|JPY|CURVATURE|19719,03|911
79|CAD|DELTA|-7418,02|198
64|GBP|DELTA|17487,52|367
36|ZAR|DELTA|4258,81|232
33|GBP|DELTA|5533,24|982
44|KOR|DELTA|3403,89|720
48|KOR|CURVATURE|4693,65|954
28|USD|CURVATURE|-9838,59|157
23|USD|DELTA|19848,39|37
5|ZAR|CURVATURE|8599,64|754
22|JPY|DELTA|-3095,62|777
17|EUR|CURVATURE|17127,15|335
35|JPY|DELTA|-9978,53|708
44|KOR|DELTA|4686,22|767
29|KOR|CURVATURE|-5525,97|960
18|EUR|DELTA|10215,58|348
77|GBP|CURVATURE|6985,69|673
67|CAD|CURVATURE|2796,12|516
25|JPY|DELTA|-5924,10|870
81|JPY|DELTA|-235,16|938
26|EUR|CURVATURE|3697,93|1
4|EUR|CURVATURE|12668,91|395
66|USD|DELTA|19851,55|146
65|KOR|DELTA|17589,18|326
6|CAD|DELTA|4886,34|8
41|CAD|DELTA|14543,33|965
26|KOR|DELTA|15684,18|927
13|JPY|DELTA|11427,25|801
16|KOR|CURVATURE|-4023,88|431
99|CAD|DELTA|13407,86|643
82|KOR|CURVATURE|15707,78|684
15|JPY|CURVATURE|9574,63|20
97|ZAR|CURVATURE|-5039,74|885
64|GBP|DELTA|11815,31|170
21|GBP|DELTA|-5354,27|235
47|EUR|DELTA|16725,42|703
77|CHF|DELTA|-8441,78|60
32|CAD|CURVATURE|1402,84|742
59|CAD|CURVATURE|-6257,08|651
46|EUR|CURVATURE|18327,55|967
65|EUR|DELTA|3269,14|56
21|CAD|CURVATURE|19381,68|628
10|CAD|DELTA|-8087,39|745
29|ZAR|CURVATURE|14222,79|123
10|USD|CURVATURE|7877,51|570
57|CAD|CURVATURE|4571,58|649
3|ZAR|CURVATURE|15264,13|715
44|EUR|DELTA|-7002,96|554
43|EUR|DELTA|16607,50|382
31|KOR|DELTA|-1947,31|210
22|EUR|DELTA|11410,19|385
23|EUR|DELTA|16308,16|285
45|CAD|DELTA|11448,96|746
76|GBP|DELTA|16193,58|381
57|CAD|DELTA|17872,24|146
30|CAD|DELTA|-2512,20|879
81|GBP|DELTA|14191,05|819
91|KOR|DELTA|-1313,16|168
8|GBP|DELTA|16509,89|380
9|KOR|DELTA|930,83|635
20|CHF|DELTA|-6598,74|235
20|USD|DELTA|1284,31|261
95|CAD|DELTA|-1804,78|631
75|ZAR|DELTA|8189,77|413
79|KOR|DELTA|18975,83|265
29|USD|CURVATURE|12172,07|457
82|GBP|DELTA|-6064,57|266
49|KOR|CURVATURE|-6716,14|31
60|EUR|DELTA|11963,89|810
14|JPY|DELTA|2360,99|448
53|KOR|DELTA|10316,82|691
9|ZAR|DELTA|13511,48|866
35|EUR|DELTA|-9868,52|601
51|JPY|DELTA|-5908,69|870
57|EUR|DELTA|8501,00|454
3|ZAR|DELTA|-6978,59|216
92|CAD|DELTA|-2817,55|594
15|EUR|CURVATURE|17060,77|345
86|EUR|CURVATURE|17048,79|697
96|ZAR|CURVATURE|14552,89|966
99|EUR|DELTA|15692,15|520
4|USD|DELTA|10283,47|699
6|CHF|CURVATURE|19579,73|523
10|CAD|DELTA|10096,03|373
55|ZAR|CURVATURE|-9364,02|937
52|CHF|CURVATURE|17572,25|770
97|USD|DELTA|-1304,71|770
48|GBP|DELTA|13753,62|45
66|KOR|CURVATURE|11908,43|949
72|GBP|DELTA|7010,75|930
44|CAD|DELTA|17700,98|604
99|ZAR|DELTA|-198,07|792
67|CHF|DELTA|429,46|920
8|EUR|DELTA|9341,28|989
21|USD|DELTA|11457,66|76
82|GBP|DELTA|-4147,30|618
30|CAD|DELTA|3323,82|181
94|ZAR|DELTA|6943,23|210
27|EUR|DELTA|-2825,18|528
68|ZAR|DELTA|5110,07|978
3|KOR|DELTA|9234,99|681
22|KOR|DELTA|4012,01|976
83|CAD|DELTA|15128,23|288
47|ZAR|DELTA|2995,58|405
98|GBP|DELTA|-4900,93|15
59|CAD|DELTA|9671,56|58
87|GBP|CURVATURE|8142,25|613
41|CHF|DELTA|11881,15|731
56|GBP|CURVATURE|-9344,79|31
23|GBP|DELTA|-935,88|522
85|ZAR|CURVATURE|17221,48|244
97|USD|DELTA|-6675,59|425
37|ZAR|CURVATURE|16607,88|517
12|KOR|DELTA|-7041,07|80
69|CHF|DELTA|-1050,61|248
17|EUR|DELTA|-9957,81|8
6|EUR|CURVATURE|6682,19|54
91|GBP|DELTA|4107,13|46
56|KOR|DELTA|8190,98|48
52|EUR|DELTA|19887,63|128
84|KOR|DELTA|-7172,51|205
2|EUR|DELTA|-1556,98|159
32|USD|DELTA|7244,32|652
57|CAD|DELTA|1312,98|609
10|ZAR|CURVATURE|16525,43|656
27|CHF|DELTA|11292,74|222
80|USD|DELTA|9880,64|153
94|JPY|DELTA|14204,56|726
69|KOR|DELTA|7547,38|765
26|KOR|DELTA|-7001,04|865
26|KOR|DELTA|5694,83|472
66|JPY|DELTA|-8432,02|12
92|ZAR|CURVATURE|-5417,72|279
71|EUR|DELTA|-5193,79|802
13|ZAR|DELTA|-3141,38|197
93|JPY|DELTA|-3678,78|147
12|GBP|DELTA|-80,27|613
70|USD|DELTA|14474,27|580
76|KOR|DELTA|5725,58|103
77|CAD|DELTA|3419,88|859
3|EUR|CURVATURE|2824,21|206
11|KOR|CURVATURE|1897,56|218
6|JPY|DELTA|-2217,62|591
46|CHF|DELTA|10693,10|284
94|KOR|DELTA|13374,98|892
37|JPY|DELTA|8006,70|57
9|CHF|DELTA|10173,12|872
40|GBP|DELTA|-7889,34|959
59|GBP|DELTA|-9627,49|207
48|ZAR|DELTA|15413,74|854
37|KOR|DELTA|1443,24|153
80|KOR|DELTA|-5269,10|479
31|JPY|DELTA|-6574,11|738
16|JPY|CURVATURE|-3364,16|423
11|ZAR|DELTA|13257,23|495
69|GBP|DELTA|-4704,02|797
2|JPY|DELTA|536,67|446
34|ZAR|DELTA|-4707,52|88
5|ZAR|CURVATURE|19639,06|286
64|JPY|DELTA|4345,20|409
74|KOR|DELTA|-1616,34|890
53|EUR|DELTA|7419,53|855
25|GBP|DELTA|13766,90|428
17|CAD|DELTA|4809,08|889
24|ZAR|DELTA|3088,98|882
94|EUR|DELTA|3978,95|467
19|CAD|DELTA|6523,24|491
7|KOR|DELTA|-1674,05|793
40|CAD|DELTA|14509,46|985
99|JPY|DELTA|-8234,04|415
92|CAD|DELTA|14859,53|32
50|USD|DELTA|5989,86|527
60|USD|DELTA|17048,86|597
74|USD|DELTA|-1773,94|637
21|ZAR|DELTA|1578,67|215
56|USD|DELTA|10892,71|612
32|USD|DELTA|14624,72|113
50|USD|DELTA|16192,39|778
21|USD|DELTA|-8628,26|681
76|USD|DELTA|-2334,67|692
32|GBP|DELTA|-3249,89|783
20|JPY|DELTA|17239,35|880
3|KOR|DELTA|864,95|315
22|GBP|DELTA|19251,69|747
97|JPY|DELTA|6703,90|459
26|EUR|DELTA|17221,50|860
23|GBP|DELTA|-6959,86|211
26|USD|DELTA|-6632,92|227
97|CAD|DELTA|11464,85|327
32|KOR|DELTA|4627,44|380
9|CAD|DELTA|-1312,57|651
75|CAD|CURVATURE|-9504,68|241
61|ZAR|DELTA|6472,84|142
35|USD|DELTA|11626,14|565
54|GBP|DELTA|19530,65|353
92|JPY|CURVATURE|11872,08|521
58|EUR|CURVATURE|-3642,69|208
95|EUR|DELTA|9118,96|572
33|CHF|DELTA|19336,36|591
16|GBP|CURVATURE|-319,48|567
92|ZAR|CURVATURE|-4463,66|533
19|KOR|DELTA|10733,65|146
67|CAD|CURVATURE|674,67|52
3|JPY|CURVATURE|12652,32|309
97|CAD|CURVATURE|10041,01|164
42|CHF|CURVATURE|16506,90|204
63|CAD|DELTA|-3955,28|422
1|ZAR|DELTA|18421,41|632
25|ZAR|DELTA|-5941,59|692
89|GBP|DELTA|5000,50|917
28|CAD|CURVATURE|12810,65|801
32|GBP|DELTA|9319,61|333
74|KOR|DELTA|-8487,14|331
15|KOR|CURVATURE|-7218,74|953
22|GBP|CURVATURE|-8186,90|964
67|CHF|DELTA|832,56|387
29|GBP|DELTA|-5481,54|709
87|ZAR|DELTA|2568,24|319
81|ZAR|DELTA|-370,59|412
29|CHF|DELTA|1651,24|965
91|GBP|CURVATURE|-3262,59|817
44|ZAR|DELTA|5911,11|731
1|KOR|CURVATURE|4250,07|895
12|CAD|DELTA|1158,58|265
94|GBP|DELTA|-9432,94|54
32|EUR|DELTA|-6988,23|541
62|CAD|DELTA|13421,68|827
92|ZAR|DELTA|4282,51|58
8|KOR|CURVATURE|12654,93|417
37|GBP|DELTA|1236,74|18
7|CHF|DELTA|14076,53|542
97|GBP|DELTA|4926,07|840
87|EUR|DELTA|12504,61|266
42|CHF|CURVATURE|14990,77|233
77|EUR|DELTA|-9873,70|910
8|GBP|DELTA|7652,07|587
67|CHF|DELTA|13886,51|913
59|EUR|DELTA|12933,09|866
50|GBP|DELTA|14442,38|190
96|KOR|DELTA|2953,87|413
82|CHF|DELTA|-1593,68|558
43|JPY|DELTA|4015,22|9
21|EUR|DELTA|-922,44|328
55|KOR|CURVATURE|14286,04|895
63|USD|DELTA|4909,84|694
53|CAD|DELTA|11505,22|416
45|USD|DELTA|5704,08|145
99|USD|DELTA|5057,49|408
90|GBP|CURVATURE|-2582,93|179
98|KOR|DELTA|4036,12|752
84|KOR|CURVATURE|-4149,99|936
36|KOR|DELTA|1006,79|565
60|ZAR|DELTA|7978,96|625
19|EUR|DELTA|4776,85|42
13|GBP|CURVATURE|7811,37|101
49|CAD|CURVATURE|-2216,31|809
17|GBP|DELTA|9239,47|594
17|CAD|DELTA|14072,08|946
75|GBP|CURVATURE|4099,27|302
77|EUR|DELTA|-4847,71|245
44|ZAR|DELTA|-5438,54|386
48|EUR|CURVATURE|-2667,15|491
91|GBP|DELTA|-48,23|544
68|USD|DELTA|8011,19|15
42|ZAR|DELTA|1338,56|845
35|EUR|DELTA|8582,97|534
67|ZAR|CURVATURE|9797,25|268
21|JPY|DELTA|10392,11|965
70|EUR|DELTA|5566,62|734
7|CAD|DELTA|-9123,30|646
18|GBP|CURVATURE|4601,15|258
6|CAD|CURVATURE|-8246,63|810
98|CHF|DELTA|-7113,32|649
75|USD|DELTA|17801,35|26
32|GBP|DELTA|-1239,74|694
91|USD|CURVATURE|15225,86|756
28|KOR|DELTA|-6862,18|405
81|CAD|DELTA|5463,75|736
8|EUR|DELTA|628,88|158
3|KOR|DELTA|-5001,06|386
78|GBP|DELTA|11971,84|76
28|KOR|DELTA|11732,86|865
33|GBP|DELTA|5868,28|779
19|ZAR|DELTA|-5249,94|595
53|KOR|DELTA|4282,78|588
53|USD|DELTA|19071,28|154
55|CHF|CURVATURE|17606,02|999
67|JPY|DELTA|-9073,48|559
11|KOR|DELTA|10093,16|889
4|CAD|DELTA|-963,78|276
83|USD|CURVATURE|-8125,89|596
47|GBP|DELTA|-6220,61|20
42|CAD|DELTA|14114,93|211
57|GBP|DELTA|466,36|208
58|ZAR|DELTA|-9035,14|727
11|GBP|DELTA|5329,03|651
85|USD|DELTA|5466,60|880
53|JPY|DELTA|9494,01|76
87|CAD|DELTA|1200,56|751
53|EUR|CURVATURE|6908,27|927
51|USD|CURVATURE|13979,53|469
38|ZAR|DELTA|7832,25|440
97|JPY|CURVATURE|15158,45|471
63|KOR|CURVATURE|9583,92|663
13|CAD|CURVATURE|14164,69|774
62|CHF|DELTA|-3714,86|217
33|JPY|CURVATURE|11624,29|292
65|JPY|DELTA|8598,65|376
98|CAD|CURVATURE|7237,74|318
23|JPY|DELTA|3114,51|372
47|KOR|CURVATURE|19468,36|469
92|USD|DELTA|-1994,95|712
39|KOR|DELTA|-4386,54|543
60|KOR|DELTA|1769,74|12
90|CHF|DELTA|4244,65|277
53|JPY|CURVATURE|3880,00|430
89|CAD|DELTA|-7017,67|880
50|ZAR|DELTA|-452,36|783
1|ZAR|CURVATURE|-1390,77|444
95|ZAR|CURVATURE|13912,24|867
76|KOR|DELTA|16470,17|209
2|ZAR|DELTA|7997,71|305
43|GBP|DELTA|9636,07|644
29|EUR|CURVATURE|17747,41|362
30|USD|CURVATURE|-4541,70|976
49|GBP|CURVATURE|-2676,86|896
28|USD|DELTA|17778,53|185
19|EUR|DELTA|16254,44|850
97|KOR|DELTA|4405,20|469
5|GBP|DELTA|10651,63|75
57|EUR|CURVATURE|13582,24|266
73|KOR|DELTA|8843,77|749
13|GBP|DELTA|-5538,17|236
48|CAD|CURVATURE|9860,01|73
3|ZAR|DELTA|-700,15|365
33|GBP|CURVATURE|-3877,64|234
13|GBP|DELTA|811,49|722
64|CHF|CURVATURE|-7364,89|191
53|JPY|DELTA|3290,73|345
87|JPY|DELTA|511,93|277
77|USD|DELTA|9491,17|500
45|KOR|DELTA|10638,69|884
60|JPY|DELTA|-4491,57|865
84|CHF|DELTA|9986,65|103
26|USD|DELTA|-1034,84|331
69|ZAR|DELTA|-8982,60|335
56|ZAR|DELTA|-7513,61|545
32|CHF|DELTA|9802,77|287
90|CHF|CURVATURE|-2077,27|462
90|ZAR|DELTA|-1940,87|690
87|CHF|DELTA|10027,00|118
77|CHF|CURVATURE|13997,40|327
42|EUR|DELTA|-8339,52|197
93|USD|DELTA|8545,32|304
20|CHF|DELTA|-8718,12|493
99|CAD|DELTA|-7474,81|388
83|EUR|CURVATURE|14985,91|766
51|CAD|DELTA|-6715,76|45
41|USD|DELTA|-2919,29|246
70|USD|CURVATURE|-8818,96|882
72|KOR|DELTA|19842,85|991
32|USD|DELTA|8433,37|203
57|CHF|DELTA|14223,98|556
33|CHF|DELTA|-76,13|657
58|GBP|CURVATURE|10810,02|11
57|CAD|CURVATURE|3529,44|598
53|CHF|DELTA|15999,33|14
85|EUR|DELTA|870,47|898
51|GBP|CURVATURE|-8736,88|614
17|GBP|DELTA|-1357,04|245
30|USD|DELTA|17413,94|35
87|CAD|DELTA|70,77|259
39|CAD|DELTA|-2683,15|367
61|CAD|CURVATURE|-9240,70|308
75|USD|CURVATURE|15555,36|852
69|JPY|DELTA|-2795,56|353
71|ZAR|DELTA|5676,72|714
23|EUR|DELTA|9361,74|169
71|EUR|DELTA|-6899,68|158
3|CAD|DELTA|-5443,63|510
33|EUR|DELTA|5232,22|777
39|ZAR|DELTA|13252,25|109
50|KOR|DELTA|-9713,68|503
60|EUR|DELTA|-8967,94|584
95|GBP|DELTA|10610,95|354
46|USD|CURVATURE|14893,90|495
40|CAD|CURVATURE|7642,91|546
30|ZAR|DELTA|18566,43|705
32|JPY|DELTA|8989,99|925
37|CAD|CURVATURE|-5005,73|383
36|KOR|DELTA|-1550,23|8
26|USD|DELTA|-2941,61|66
7|KOR|CURVATURE|19224,11|158
29|ZAR|DELTA|8672,45|115
45|KOR|DELTA|6245,94|13
16|JPY|CURVATURE|9930,44|246
58|GBP|CURVATURE|4801,96|443
29|KOR|DELTA|-4637,52|851
16|KOR|DELTA|18759,44|112
99|GBP|DELTA|-4432,89|94
91|USD|DELTA|-720,44|513
48|USD|DELTA|-2395,58|950
78|CHF|DELTA|-4640,77|864
67|JPY|DELTA|-9772,60|882
51|JPY|DELTA|14667,12|71
42|EUR|DELTA|-940,38|755
49|ZAR|DELTA|-9449,08|314
32|JPY|DELTA|-4443,92|338
90|EUR|DELTA|19758,45|660
97|EUR|DELTA|19459,79|681
44|JPY|DELTA|-8854,42|87
30|KOR|DELTA|18535,22|106
30|USD|DELTA|6593,65|706
69|KOR|DELTA|-6239,77|426
78|CHF|DELTA|-474,60|98
13|KOR|DELTA|-6378,14|412
44|CAD|DELTA|19134,38|768
36|EUR|DELTA|-5484,75|759
79|ZAR|CURVATURE|-87,12|66
50|CHF|DELTA|15909,31|5
94|JPY|DELTA|-1192,88|572
64|CHF|DELTA|429,73|625
71|GBP|DELTA|8719,75|113
48|JPY|CURVATURE|-9570,99|898
14|USD|DELTA|6833,55|300
73|JPY|DELTA|10163,65|215
94|ZAR|DELTA|3909,40|733
15|USD|DELTA|16176,61|134
45|ZAR|DELTA|-6781,62|942
9|KOR|DELTA|-1223,05|252
70|CAD|CURVATURE|11851,62|326
93|CAD|DELTA|-5899,74|505
76|CAD|DELTA|16903,64|275
23|USD|CURVATURE|-5299,91|987
86|JPY|DELTA|-6619,34|289
88|GBP|DELTA|-3869,17|186
26|GBP|DELTA|-9075,56|138
70|CAD|DELTA|-2198,54|289
95|JPY|DELTA|-6312,28|409
77|KOR|DELTA|7363,27|274
6|JPY|DELTA|10415,17|250
38|CHF|DELTA|-6004,47|768
6|CAD|DELTA|3286,32|883
85|GBP|DELTA|5714,80|531
34|EUR|DELTA|-9984,00|763
15|ZAR|DELTA|-1103,68|105
94|CHF|CURVATURE|19583,93|878
66|USD|CURVATURE|2790,17|23
91|USD|CURVATURE|-9381,56|96
7|GBP|DELTA|-7731,02|593
71|USD|DELTA|575,62|915
51|CHF|DELTA|6276,05|915
42|ZAR|CURVATURE|-6535,23|365
33|GBP|DELTA|-3532,63|460
53|CAD|DELTA|3845,58|775
54|EUR|DELTA|17965,58|439
65|ZAR|DELTA|2379,73|913
89|EUR|DELTA|-4330,87|677
61|CHF|DELTA|15419,58|832
32|GBP|DELTA|2481,38|874
23|EUR|CURVATURE|2364,36|992
89|USD|DELTA|18529,87|849
9|GBP|CURVATURE|4056,38|875
79|CAD|DELTA|-80,80|512
27|CHF|DELTA|-5079,90|664
9|CAD|DELTA|-5123,71|223
39|CHF|CURVATURE|17298,74|583
72|CAD|DELTA|10976,44|660
88|CAD|DELTA|7297,87|359
6|KOR|DELTA|7243,61|32
33|EUR|CURVATURE|6024,34|727
98|GBP|DELTA|-4341,08|216
1|JPY|DELTA|14380,20|345
21|EUR|DELTA|435,76|199
85|CHF|DELTA|4344,49|117
58|EUR|DELTA|16376,25|728
67|GBP|DELTA|-1894,19|549
48|ZAR|DELTA|6847,19|860
63|CAD|DELTA|1493,31|23
80|JPY|DELTA|3140,21|633
52|EUR|CURVATURE|234,65|792
47|GBP|CURVATURE|-7966,62|320
40|JPY|DELTA|1832,76|561
96|JPY|DELTA|12672,58|98
81|ZAR|DELTA|19827,69|508
64|GBP|DELTA|-6047,42|786
5|ZAR|DELTA|-1731,65|66
82|KOR|DELTA|4507,98|931
48|ZAR|CURVATURE|-2920,78|455
35|CHF|DELTA|-9575,68|717
75|KOR|DELTA|3228,32|1
5|GBP|DELTA|-4355,84|122
19|CHF|DELTA|10090,79|736
98|JPY|DELTA|12660,89|635
50|USD|DELTA|-96,44|381
36|KOR|DELTA|-9053,41|878
56|CAD|DELTA|10814,51|701
68|GBP|DELTA|18225,98|50
65|KOR|CURVATURE|14678,18|963
37|KOR|DELTA|19355,59|475
81|ZAR|DELTA|719,52|921
85|CHF|DELTA|-5539,84|534
60|ZAR|CURVATURE|-399,34|697
56|GBP|CURVATURE|5974,18|820
92|USD|DELTA|5749,34|506
61|USD|DELTA|-6713,99|16
15|CHF|DELTA|11352,50|51
93|KOR|DELTA|17330,96|414
73|CAD|DELTA|13838,71|451
82|ZAR|CURVATURE|366,25|94
17|EUR|CURVATURE|10466,88|863
33|GBP|DELTA|1517,10|291
77|CAD|CURVATURE|6647,39|596
99|EUR|CURVATURE|-4163,75|545
58|GBP|CURVATURE|11531,51|315
71|ZAR|DELTA|-3511,87|597
69|GBP|DELTA|10244,48|22
13|USD|DELTA|10267,72|207
50|GBP|DELTA|11780,50|430
92|EUR|DELTA|-1399,56|691
62|EUR|DELTA|7240,54|384
12|CAD|DELTA|8143,76|114
51|EUR|DELTA|1836,83|314
53|EUR|DELTA|19419,49|36
42|USD|DELTA|15315,90|793
17|KOR|DELTA|11935,56|84
82|CAD|DELTA|-1587,46|948
21|ZAR|DELTA|1990,56|697
21|EUR|DELTA|-5767,69|273
78|GBP|DELTA|2869,54|963
5|CHF|DELTA|-5494,38|961
51|ZAR|DELTA|-1894,75|949
81|EUR|DELTA|15241,08|803
41|USD|DELTA|9658,82|384
54|JPY|DELTA|-1947,00|233
89|ZAR|CURVATURE|-4374,37|342
37|GBP|DELTA|13314,84|166
33|GBP|DELTA|3846,30|175
54|USD|CURVATURE|-4893,96|587
58|JPY|DELTA|19645,21|609
3|ZAR|DELTA|3830,88|591
98|GBP|DELTA|-32,93|559
19|CHF|CURVATURE|18390,13|117
39|JPY|CURVATURE|-6829,97|932
19|KOR|DELTA|1222,88|259
88|CAD|CURVATURE|-9514,20|865
36|CAD|DELTA|-3407,62|832
50|GBP|DELTA|12094,81|439
42|JPY|CURVATURE|-2305,96|249
97|CAD|DELTA|-599,50|764
28|KOR|DELTA|13891,08|475
88|CHF|DELTA|5528,65|231
25|USD|CURVATURE|15348,18|459
2|CAD|DELTA|4526,97|975
33|ZAR|DELTA|3098,42|294
60|ZAR|DELTA|-4008,47|946
81|CAD|DELTA|-4953,29|338
13|JPY|DELTA|6788,76|963
37|ZAR|CURVATURE|-667,49|516
90|JPY|DELTA|4656,87|580
85|USD|DELTA|-62,25|990
73|ZAR|DELTA|15335,70|402
12|KOR|DELTA|4367,36|46
19|CAD|DELTA|14657,60|276
51|ZAR|DELTA|10930,27|405
44|KOR|CURVATURE|-0,63|77
97|ZAR|DELTA|-5270,54|638
54|CAD|CURVATURE|502,33|897
52|CAD|CURVATURE|5399,42|43
18|EUR|DELTA|7467,12|444
46|CAD|DELTA|9216,74|446
26|CAD|CURVATURE|13864,76|431
11|JPY|DELTA|-889,45|30
96|CHF|DELTA|14616,67|297
38|EUR|DELTA|3810,98|342
90|ZAR|DELTA|-4585,67|706
7|EUR|DELTA|14738,17|526
72|USD|DELTA|11701,46|827
24|KOR|DELTA|13936,88|863
90|ZAR|DELTA|8947,24|477
80|JPY|CURVATURE|18432,04|621
64|EUR|DELTA|-487,69|932
27|GBP|DELTA|-4309,01|994
65|GBP|DELTA|7856,84|643
18|USD|DELTA|8646,57|278
32|EUR|CURVATURE|18264,32|765
59|GBP|DELTA|-978,75|218
68|EUR|DELTA|14948,79|269
17|USD|DELTA|18900,50|426
12|JPY|DELTA|-8231,98|382
73|ZAR|DELTA|16882,67|443
62|JPY|DELTA|4760,96|104
24|JPY|DELTA|8272,89|293
12|KOR|CURVATURE|18442,33|822
70|CAD|DELTA|-4872,91|493
82|CAD|DELTA|2889,63|498
14|CHF|DELTA|10267,36|444
81|KOR|DELTA|-9088,08|123
27|CHF|DELTA|-1694,95|764
76|CAD|DELTA|9352,96|961
71|JPY|DELTA|-7809,79|814
80|USD|DELTA|8305,17|548
96|GBP|DELTA|-3335,05|601
89|KOR|DELTA|2739,46|128
88|EUR|DELTA|3389,46|212
72|ZAR|DELTA|-71,06|809
58|CAD|DELTA|-570,00|655
19|EUR|CURVATURE|-1206,40|537
59|JPY|DELTA|11590,09|369
30|CHF|DELTA|5744,78|134
52|CAD|DELTA|18915,33|243
52|GBP|DELTA|1182,20|497
97|CHF|DELTA|-7862,54|673
62|EUR|DELTA|18006,60|852
48|GBP|DELTA|19218,20|246
80|CHF|DELTA|-6535,09|227
46|JPY|DELTA|-4775,93|76
55|USD|DELTA|19542,85|568
50|USD|DELTA|2071,03|675
8|USD|DELTA|9758,63|654
66|EUR|DELTA|11126,34|569
81|ZAR|DELTA|17476,91|90
6|ZAR|DELTA|10992,48|348
84|GBP|DELTA|-2759,88|495
31|KOR|DELTA|3116,60|804
65|GBP|DELTA|6677,37|37
44|EUR|DELTA|-6896,36|512
55|CAD|DELTA|-3527,24|727
45|CAD|DELTA|12041,61|84
46|GBP|DELTA|4915,36|418
6|ZAR|DELTA|-4103,01|411
45|KOR|DELTA|-4427,08|129
18|ZAR|DELTA|15572,79|33
67|GBP|DELTA|11579,31|563
71|KOR|CURVATURE|-6147,53|961
3|JPY|DELTA|11447,87|363
21|JPY|CURVATURE|-1165,64|669
21|USD|DELTA|3857,95|485
9|JPY|DELTA|-2909,41|701
94|ZAR|DELTA|15741,81|944
13|GBP|CURVATURE|1504,28|467
62|KOR|CURVATURE|-1449,70|104
86|CAD|DELTA|11234,51|143
44|JPY|DELTA|4718,15|557
42|EUR|DELTA|-441,02|298
60|USD|DELTA|14097,26|826
94|CHF|DELTA|4322,98|482
53|EUR|CURVATURE|-8914,47|371
27|USD|DELTA|-2403,07|764
64|ZAR|CURVATURE|6052,19|613
26|ZAR|DELTA|12973,82|381
45|JPY|DELTA|11741,94|411
49|JPY|DELTA|126,56|559
50|ZAR|CURVATURE|10018,37|36
43|KOR|DELTA|6041,90|202
47|CAD|DELTA|18565,53|584
77|USD|DELTA|-2656,47|940
45|CAD|DELTA|-920,36|798
48|CAD|DELTA|9748,71|612
80|GBP|DELTA|9722,44|621
4|JPY|CURVATURE|2747,79|328
62|EUR|DELTA|17935,65|854
29|CHF|DELTA|13679,93|976
14|KOR|DELTA|16491,45|114
10|JPY|DELTA|-3534,90|296
29|GBP|DELTA|3326,39|564
29|ZAR|CURVATURE|12155,24|311
40|ZAR|CURVATURE|15321,86|752
61|KOR|DELTA|19338,52|971
62|CAD|CURVATURE|19891,35|279
19|EUR|DELTA|10269,31|864
33|KOR|DELTA|16745,42|111
85|EUR|CURVATURE|8744,13|938
21|KOR|DELTA|2356,33|379
14|JPY|DELTA|8385,44|570
88|KOR|DELTA|11854,92|596
41|EUR|CURVATURE|-2338,43|269
71|GBP|DELTA|8876,94|53
81|GBP|CURVATURE|3033,17|725
82|USD|CURVATURE|-6658,74|681
6|JPY|DELTA|-6206,69|232
32|EUR|DELTA|16490,36|44
46|USD|DELTA|-3981,33|234
59|JPY|DELTA|-8452,28|163
80|ZAR|DELTA|15478,21|540
45|ZAR|DELTA|17938,07|162
56|GBP|DELTA|7101,61|670
7|EUR|DELTA|-3345,56|984
69|ZAR|CURVATURE|5783,09|767
36|USD|DELTA|9619,72|626
42|CHF|DELTA|18824,58|231
12|GBP|DELTA|15947,76|109
74|JPY|DELTA|5482,66|659
25|JPY|CURVATURE|13124,21|187
42|JPY|DELTA|5001,18|366
42|CHF|CURVATURE|-9841,29|10
78|CHF|DELTA|9651,50|666
71|USD|DELTA|-2342,93|519
71|JPY|DELTA|16976,15|491
84|EUR|CURVATURE|-4928,79|652
39|ZAR|CURVATURE|-8706,86|924
95|JPY|CURVATURE|-2256,31|637
1|CHF|DELTA|-5933,96|735
44|USD|DELTA|-5994,53|198
51|JPY|DELTA|18819,82|320
66|EUR|DELTA|19835,93|880
49|EUR|DELTA|-3428,87|108
20|USD|CURVATURE|3373,29|273
57|EUR|DELTA|-7727,11|996
19|EUR|DELTA|-7114,59|619
74|EUR|DELTA|1419,35|801
2|KOR|DELTA|7281,67|362
94|CHF|DELTA|15937,26|882
65|EUR|CURVATURE|1569,65|939
74|EUR|DELTA|11860,44|625
42|EUR|DELTA|8127,72|754
